type,theme,count,percent,percent_count
Federal,"Sabine River, TX",18,0.0258892228918262,0.03% (18)
Federal,"Sabine Refuge, LA",18,0.0258892228918262,0.03% (18)
City,Geographic Information System (GIS),18,0.08438027376711045,0.08% (18)
Federal,"Cascade Volcanoes, WA",18,0.0258892228918262,0.03% (18)
Federal,"Cascade Volcanoes, CA/OR/WA",18,0.0258892228918262,0.03% (18)
Federal,"Cascade Volcanoes, OR",18,0.0258892228918262,0.03% (18)
Federal,"Poorman, Alaska",18,0.0258892228918262,0.03% (18)
Federal,"Cape Fear River, East Fork, SC",18,0.0258892228918262,0.03% (18)
Federal,"Cascade Volcanoes, CA",18,0.0258892228918262,0.03% (18)
Federal,"Cape Fear River, NC",18,0.0258892228918262,0.03% (18)
Federal,"Uturuncu Volcano, Bolivia",18,0.0258892228918262,0.03% (18)
Federal,"Transect ALOS Track, Greenland",18,0.0258892228918262,0.03% (18)
Federal,Toolik LTER,18,0.0258892228918262,0.03% (18)
Federal,"Donner Memorial State Park, CA",18,0.0258892228918262,0.03% (18)
Federal,"Utica, MT",18,0.0258892228918262,0.03% (18)
Federal,"Trout Lake, Canada",18,0.0258892228918262,0.03% (18)
Federal,"Caldor Fire, CA",18,0.0258892228918262,0.03% (18)
Federal,"Glaciar Quetrupillan-Lanin, Chile/Argent",18,0.0258892228918262,0.03% (18)
Federal,"Grand Mesa, CO",18,0.0258892228918262,0.03% (18)
Federal,"Scotty Creek, Canada",18,0.0258892228918262,0.03% (18)
Federal,OCO-3,18,0.0258892228918262,0.03% (18)
City,Candidates for Deletion,18,0.08438027376711045,0.08% (18)
Federal,Ivotuk Legacy Line,18,0.0258892228918262,0.03% (18)
Federal,"Ubinas Volcano, Peru",18,0.0258892228918262,0.03% (18)
Federal,"Brazos River, TX",18,0.0258892228918262,0.03% (18)
Federal,"Everglades, FL",18,0.0258892228918262,0.03% (18)
Federal,Mathematics and Statistics:Statistical analysis,18,0.0258892228918262,0.03% (18)
Federal,"Langjokull/Hofsjokull Glaciers, Iceland",18,0.0258892228918262,0.03% (18)
Federal,Bonanza Creek LTER,18,0.0258892228918262,0.03% (18)
Federal,"Greenland, southeast",18,0.0258892228918262,0.03% (18)
County,Location,18,0.16530443566902378,0.17% (18)
Federal,Global Health,18,0.0258892228918262,0.03% (18)
Federal,published patent application,18,0.0258892228918262,0.03% (18)
Federal,"Tuolumne River, CA",18,0.0258892228918262,0.03% (18)
Federal,"Glaciers, Iceland",18,0.0258892228918262,0.03% (18)
Federal,"Glaciers, Greenland",18,0.0258892228918262,0.03% (18)
Federal,"Glaciers and Ice, Greenland",18,0.0258892228918262,0.03% (18)
Federal,"Glaciar Universidad, Chile/Argentina",18,0.0258892228918262,0.03% (18)
Federal,"La Avispa, Guatemala",18,0.0258892228918262,0.03% (18)
Federal,"Glaciar Tapado, Chile/Argentina",18,0.0258892228918262,0.03% (18)
City,Business and Financial,18,0.08438027376711045,0.08% (18)
Federal,"Trinity River, TX",18,0.0258892228918262,0.03% (18)
Federal,"Glaciar San Francisco, Chile/Argentina",18,0.0258892228918262,0.03% (18)
Federal,TomoSAR reference line 41K,18,0.0258892228918262,0.03% (18)
Federal,Fort Yukon,18,0.0258892228918262,0.03% (18)
Federal,"Central San Andreas Fault, CA",18,0.0258892228918262,0.03% (18)
Federal,"Corcovado National Park, Costa Rica",18,0.0258892228918262,0.03% (18)
Federal,"Lumberton, NC",18,0.0258892228918262,0.03% (18)
Federal,Delta Junction to Fairbanks,18,0.0258892228918262,0.03% (18)
Federal,"San Joaquin Valley - SMAP, CA",18,0.0258892228918262,0.03% (18)
Federal,Council NGEE Legacy Line,18,0.0258892228918262,0.03% (18)
Federal,"Cordon del Azufre Volcano, Chile/Argenti",18,0.0258892228918262,0.03% (18)
Federal,"San Jacinto River, TX",18,0.0258892228918262,0.03% (18)
Federal,Dempster Highway Fort McPherson,18,0.0258892228918262,0.03% (18)
Federal,"Sacramento-San Joaquin Delta, CA",18,0.0258892228918262,0.03% (18)
Federal,"Copahue Volcano, Chile",18,0.0258892228918262,0.03% (18)
Federal,"Denali NEON EML, Alaska",18,0.0258892228918262,0.03% (18)
Federal,"San Bernard River, TX",18,0.0258892228918262,0.03% (18)
Federal,"Congaree River at Lake Marion, SC",18,0.0258892228918262,0.03% (18)
Federal,"Kenaston, SK, Canada",18,0.0258892228918262,0.03% (18)
Federal,"San Andreas Fault, CA",18,0.0258892228918262,0.03% (18)
Federal,"Croatan National Forest, NC",18,0.0258892228918262,0.03% (18)
Federal,"Lowman, CO",18,0.0258892228918262,0.03% (18)
Federal,"Kluane Lake, Canada",18,0.0258892228918262,0.03% (18)
Federal,"Louisiana Marsh/Mississippi Delta, LA/MS",18,0.0258892228918262,0.03% (18)
Federal,"Lost Hills, CA",18,0.0258892228918262,0.03% (18)
Federal,"San Joaquin Valley/Chowchilla Levee, CA",18,0.0258892228918262,0.03% (18)
Federal,"Faber Lake, Canada",18,0.0258892228918262,0.03% (18)
Federal,"Los Alamos, NM",18,0.0258892228918262,0.03% (18)
Federal,Delta Junction NEON site,18,0.0258892228918262,0.03% (18)
Federal,Delta Junction Greeley,18,0.0258892228918262,0.03% (18)
Federal,"Long Valley, CA",18,0.0258892228918262,0.03% (18)
Federal,"Daring Lake, Canada",18,0.0258892228918262,0.03% (18)
Federal,Deadhorse Legacy Line,18,0.0258892228918262,0.03% (18)
Federal,Kougarok Legacy Line,18,0.0258892228918262,0.03% (18)
Federal,Koyuk AK Legacy Line,18,0.0258892228918262,0.03% (18)
Federal,"Kyushu Volcanoes, Japan",18,0.0258892228918262,0.03% (18)
Federal,"L-Band Megatransect, Greenland",18,0.0258892228918262,0.03% (18)
Federal,"San Andreas Fault - Salton Trough, CA",18,0.0258892228918262,0.03% (18)
Federal,"Maipo Volcano, Chile/Argentina",18,0.0258892228918262,0.03% (18)
Federal,"San Andreas Fault - North, CA",18,0.0258892228918262,0.03% (18)
Federal,"Fort Providence, Canada",18,0.0258892228918262,0.03% (18)
Federal,"Pichincha Volcano, Ecuador",18,0.0258892228918262,0.03% (18)
Federal,"Cerro El Condor Volcano, Argentina",18,0.0258892228918262,0.03% (18)
Federal,Dominican Republic,18,0.0258892228918262,0.03% (18)
Federal,"South Denali, AK",18,0.0258892228918262,0.03% (18)
Federal,"South Fort Resolution, Canada",18,0.0258892228918262,0.03% (18)
State,Geoscientific,18,0.05940790125086637,0.06% (18)
Federal,"Salton Sea, CA",18,0.0258892228918262,0.03% (18)
Federal,"South Fort Smith, Canada",18,0.0258892228918262,0.03% (18)
Federal,"Laurentides Reserve, QC, Canada",18,0.0258892228918262,0.03% (18)
Federal,"Salton Trough, Mexico",18,0.0258892228918262,0.03% (18)
Federal,"Tolima Volcano, Colombia",18,0.0258892228918262,0.03% (18)
Federal,Tok to Delta Junction,18,0.0258892228918262,0.03% (18)
Federal,Old Crow Airport,18,0.0258892228918262,0.03% (18)
Federal,"Ironton, CO",18,0.0258892228918262,0.03% (18)
Federal,"Fort McMurray, Canada",18,0.0258892228918262,0.03% (18)
Federal,"Katmai National Park, Alaska",18,0.0258892228918262,0.03% (18)
Federal,Chemistry:Thermochemical properties,18,0.0258892228918262,0.03% (18)
Federal,Old Crow Flats,18,0.0258892228918262,0.03% (18)
Federal,"Kakisa Lake, Canada",18,0.0258892228918262,0.03% (18)
Federal,"Chilean Volcanoes, Chile",18,0.0258892228918262,0.03% (18)
Federal,Fort Good Hope,18,0.0258892228918262,0.03% (18)
Federal,"Southern California Coast, CA",18,0.0258892228918262,0.03% (18)
Federal,"San Andreas Fault - Central, CA",18,0.0258892228918262,0.03% (18)
Federal,"Telluride, CO",18,0.0258892228918262,0.03% (18)
Federal,Teller NGEE,18,0.0258892228918262,0.03% (18)
Federal,San Andreas Fault - Central/San Joaquin,18,0.0258892228918262,0.03% (18)
Federal,"Cochise County, AZ",18,0.0258892228918262,0.03% (18)
Federal,Coldfoot Legacy Line,18,0.0258892228918262,0.03% (18)
Federal,"San Andreas Fault - LA Basin, CA",18,0.0258892228918262,0.03% (18)
Federal,"Colorado River, TX",18,0.0258892228918262,0.03% (18)
Federal,Northern Arizona,18,0.0258892228918262,0.03% (18)
Federal,"Eldorado National Forest, CA",18,0.0258892228918262,0.03% (18)
Federal,"North Wrigley, Canada",18,0.0258892228918262,0.03% (18)
Federal,"East Peace-Athabasca Delta, Canada",18,0.0258892228918262,0.03% (18)
Federal,"Silver City, ID",18,0.0258892228918262,0.03% (18)
Federal,"New Orleans Levee, LA",18,0.0258892228918262,0.03% (18)
Federal,Information Technology:Biometrics,18,0.0258892228918262,0.03% (18)
Federal,"Volcanoes, Guatemala",18,0.0258892228918262,0.03% (18)
Federal,"Eel River, CA",18,0.0258892228918262,0.03% (18)
Federal,"Volcanoes, Costa Rica",18,0.0258892228918262,0.03% (18)
Federal,New York,18,0.0258892228918262,0.03% (18)
Federal,Nicaragua Volcanoes,18,0.0258892228918262,0.03% (18)
Federal,"El Misti Volcano, Peru",18,0.0258892228918262,0.03% (18)
Federal,"Noatak, Alaska",18,0.0258892228918262,0.03% (18)
Federal,"Baker Creek, Canada",18,0.0258892228918262,0.03% (18)
Federal,dta,18,0.0258892228918262,0.03% (18)
City,Location,18,0.08438027376711045,0.08% (18)
Federal,"Ruiz Volcano, Colombia",18,0.0258892228918262,0.03% (18)
County,Elections,18,0.16530443566902378,0.17% (18)
Federal,"Barrier Islands, MS",18,0.0258892228918262,0.03% (18)
Federal,"Barro Colorado Island, Panama",18,0.0258892228918262,0.03% (18)
Federal,Barrow Legacy Line,18,0.0258892228918262,0.03% (18)
Federal,"Norman Wells, Canada",18,0.0258892228918262,0.03% (18)
Federal,2017_AN_NASA,18,0.0258892228918262,0.03% (18)
Federal,"Rocky Mountains NP, CO",18,0.0258892228918262,0.03% (18)
Federal,csv,18,0.0258892228918262,0.03% (18)
Federal,Inigok North Slope,18,0.0258892228918262,0.03% (18)
Federal,"Eastern Coast, TX",18,0.0258892228918262,0.03% (18)
State,Housing and Development,18,0.05940790125086637,0.06% (18)
Federal,Aklavik Highway,18,0.0258892228918262,0.03% (18)
Federal,"Neuse River, NC",18,0.0258892228918262,0.03% (18)
Federal,"Neuse River near Jacksonville, NC",18,0.0258892228918262,0.03% (18)
Federal,Electronics:Electromagnetics,18,0.0258892228918262,0.03% (18)
Federal,"Robledo Volcano, Argentina",18,0.0258892228918262,0.03% (18)
State,K-12,18,0.05940790125086637,0.06% (18)
Federal,"Antuco Volcano, Chile",18,0.0258892228918262,0.03% (18)
Federal,"Slumgullion, CO",18,0.0258892228918262,0.03% (18)
Federal,"Howard Hanson Dam, WA",18,0.0258892228918262,0.03% (18)
Federal,"Houston, TX",18,0.0258892228918262,0.03% (18)
Federal,"Watson Lake, Canada",18,0.0258892228918262,0.03% (18)
Federal,Anaktuvuk Burn Scar West,18,0.0258892228918262,0.03% (18)
Federal,Anaktuvuk Burn Scar East,18,0.0258892228918262,0.03% (18)
Federal,Ambler Legacy Line,18,0.0258892228918262,0.03% (18)
Federal,"Napo River, Peru/Ecuador",18,0.0258892228918262,0.03% (18)
Federal,"Honshu Volcanoes, Japan",18,0.0258892228918262,0.03% (18)
Federal,"Mississippi River Levees, LA/MS/AR",18,0.0258892228918262,0.03% (18)
Federal,"West Central Coast, LA",18,0.0258892228918262,0.03% (18)
Federal,"Hokkaido Volcanoes, Japan",18,0.0258892228918262,0.03% (18)
Federal,"Hofsjokull Glacier, Iceland",18,0.0258892228918262,0.03% (18)
Federal,"West Peace-Athabasca Delta, Canada",18,0.0258892228918262,0.03% (18)
Federal,Snag Yukon to Northway AK,18,0.0258892228918262,0.03% (18)
Federal,Atqasuk Legacy Line,18,0.0258892228918262,0.03% (18)
Federal,"Lake Clark National Park, Alaska",18,0.0258892228918262,0.03% (18)
Federal,"Aleutians, AK",18,0.0258892228918262,0.03% (18)
Federal,"Nazca Lines, Peru",18,0.0258892228918262,0.03% (18)
Federal,"Neches River, TX",18,0.0258892228918262,0.03% (18)
Federal,Huslia AK Legacy Line,18,0.0258892228918262,0.03% (18)
Federal,"Wolf Creek, Canada",18,0.0258892228918262,0.03% (18)
Federal,"Bartlett/Hubbard Brook, NH",18,0.0258892228918262,0.03% (18)
Federal,"Huila Volcano, Colombia",18,0.0258892228918262,0.03% (18)
Federal,Yukon Flats East,18,0.0258892228918262,0.03% (18)
Federal,ILRS,18,0.0258892228918262,0.03% (18)
Federal,"Yellowknife, Canada",18,0.0258892228918262,0.03% (18)
State,demographics,18,0.05940790125086637,0.06% (18)
Federal,"Yellowstone National Park, WY",18,0.0258892228918262,0.03% (18)
Federal,Yukon Flats West,18,0.0258892228918262,0.03% (18)
Federal,Haiti Earthquake,18,0.0258892228918262,0.03% (18)
Federal,"Gulf Coast, LA",18,0.0258892228918262,0.03% (18)
Federal,"Peeler Peak, CO",18,0.0258892228918262,0.03% (18)
Federal,AIRMSPI,18,0.0258892228918262,0.03% (18)
Federal,"North Fort Smith, Canada",18,0.0258892228918262,0.03% (18)
Federal,"Reventador Volcano, Ecuador",18,0.0258892228918262,0.03% (18)
Federal,"Snake River, Alaska",18,0.0258892228918262,0.03% (18)
Federal,Berms TomoSAR reference line,18,0.0258892228918262,0.03% (18)
Federal,"Sierra National Forest, CA",18,0.0258892228918262,0.03% (18)
Federal,"Laguna Del Maule Volcano, Chile/Argentin",18,0.0258892228918262,0.03% (18)
Federal,"Snare River, Canada",18,0.0258892228918262,0.03% (18)
Federal,"Big Island, HI",18,0.0258892228918262,0.03% (18)
Federal,Inuvik to Tuk Highway,18,0.0258892228918262,0.03% (18)
Federal,"Pee Dee River, SC",18,0.0258892228918262,0.03% (18)
Federal,Laboratory Surveillance,18,0.0258892228918262,0.03% (18)
Federal,"Harvard Forest, MA",18,0.0258892228918262,0.03% (18)
Federal,El Salvador Volcanoes,18,0.0258892228918262,0.03% (18)
Federal,"North Fort Resolution, Canada",18,0.0258892228918262,0.03% (18)
Federal,YK Delta B,18,0.0258892228918262,0.03% (18)
Federal,YK Delta Chevak,18,0.0258892228918262,0.03% (18)
Federal,Behavioral Risk Factors,18,0.0258892228918262,0.03% (18)
Federal,Raw Data,18,0.0258892228918262,0.03% (18)
Federal,"Behchoko, Canada",18,0.0258892228918262,0.03% (18)
Federal,YK Delta A,18,0.0258892228918262,0.03% (18)
Federal,"East Central Coast, LA",18,0.0258892228918262,0.03% (18)
State,Geospatial Data,17,0.0561074622924849,0.06% (17)
City,Good Government,17,0.07969248078004874,0.08% (17)
City,311,17,0.07969248078004874,0.08% (17)
Federal,SRTM,17,0.024450932731169186,0.02% (17)
County,Economic Development,17,0.15612085590963357,0.16% (17)
Federal,LISTOS,17,0.024450932731169186,0.02% (17)
Federal,SMAP,17,0.024450932731169186,0.02% (17)
Federal,SORCE,17,0.024450932731169186,0.02% (17)
Federal,Literature,17,0.024450932731169186,0.02% (17)
Federal,VEMAP,17,0.024450932731169186,0.02% (17)
Federal,2009_GR_NASA,17,0.024450932731169186,0.02% (17)
Federal,Family Planning and Reproductive Health,17,0.024450932731169186,0.02% (17)
County,County Operations,17,0.15612085590963357,0.16% (17)
Federal,Manufacturing:Factory operations planning and control,17,0.024450932731169186,0.02% (17)
Federal,Real Estate,17,0.024450932731169186,0.02% (17)
Federal,NOT APPLICABLE,17,0.024450932731169186,0.02% (17)
Federal,CAMP2Ex,17,0.024450932731169186,0.02% (17)
Federal,UAE_2004,17,0.024450932731169186,0.02% (17)
State,Revenue,17,0.0561074622924849,0.06% (17)
City,Business and Economy,16,0.07500468779298707,0.08% (16)
City,Planning & Zoning,16,0.07500468779298707,0.08% (16)
Federal,Section 9. Federal Government Finances and Employment,16,0.023012642570512176,0.02% (16)
Federal,Colleges/Universities,16,0.023012642570512176,0.02% (16)
Federal,Child Vaccinations,16,0.023012642570512176,0.02% (16)
Federal,ACT-America,16,0.023012642570512176,0.02% (16)
State,Data.wa.gov Administration ,16,0.05280702333410344,0.05% (16)
Federal,Assisted Reproductive Technology (ART),16,0.023012642570512176,0.02% (16)
State,State Comparisons,16,0.05280702333410344,0.05% (16)
Federal,Funding,16,0.023012642570512176,0.02% (16)
Federal,TERRA,16,0.023012642570512176,0.02% (16)
County,Property & Assessments,16,0.14693727615024335,0.15% (16)
Federal,HyspIRI Airborne,16,0.023012642570512176,0.02% (16)
Federal,Pregnancy & Vaccination,16,0.023012642570512176,0.02% (16)
State,Health Insurance,16,0.05280702333410344,0.05% (16)
County,Consumer/Housing,16,0.14693727615024335,0.15% (16)
City,GIS data,16,0.07500468779298707,0.08% (16)
Federal,WACVM,16,0.023012642570512176,0.02% (16)
City,City Manager,16,0.07500468779298707,0.08% (16)
Federal,Case Surveillance,16,0.023012642570512176,0.02% (16)
Federal,Federal Government Finances and Employment,16,0.023012642570512176,0.02% (16)
Federal,patent application,16,0.023012642570512176,0.02% (16)
State,Budget,15,0.049506584375721974,0.05% (15)
City,Community Services,15,0.07031689480592537,0.07% (15)
Federal,AIRMISR,15,0.021574352409855165,0.02% (15)
Federal,AQUA,15,0.021574352409855165,0.02% (15)
City,Basic City Services,15,0.07031689480592537,0.07% (15)
State,Energy and the Environment,15,0.049506584375721974,0.05% (15)
City,Crime,15,0.07031689480592537,0.07% (15)
Federal,2012_AN_UTIG,15,0.021574352409855165,0.02% (15)
Federal,HS3,15,0.021574352409855165,0.02% (15)
Federal,Mathematics and Statistics:Uncertainty quantification,15,0.021574352409855165,0.02% (15)
City,High Performing Government,15,0.07031689480592537,0.07% (15)
State,Government Operations,15,0.049506584375721974,0.05% (15)
Federal,Drugs and Chemicals,15,0.021574352409855165,0.02% (15)
Federal,Atomic / molecular / quantum,15,0.021574352409855165,0.02% (15)
Federal,Manufacturing:Manufacturing systems design and analysis,15,0.021574352409855165,0.02% (15)
Federal,Model Archive,15,0.021574352409855165,0.02% (15)
Federal,2011_AN_UTIG,15,0.021574352409855165,0.02% (15)
Federal,Hospital Quality Measurement,15,0.021574352409855165,0.02% (15)
Federal,Veteran Benefits,15,0.021574352409855165,0.02% (15)
Federal,Materials,15,0.021574352409855165,0.02% (15)
State,Heritage and Arts,15,0.049506584375721974,0.05% (15)
Federal,National,15,0.021574352409855165,0.02% (15)
Federal,Program Development and Oversight,15,0.021574352409855165,0.02% (15)
County,Health and Human Services,14,0.12857011663146295,0.13% (14)
Federal,OTTER,14,0.02013606224919815,0.02% (14)
Federal,SMAPVEX12,14,0.02013606224919815,0.02% (14)
Federal,API,14,0.02013606224919815,0.02% (14)
State,Regulatory,14,0.046206145417340506,0.05% (14)
Federal,PTSD-Repository,14,0.02013606224919815,0.02% (14)
Federal,Environment:Environmental health,14,0.02013606224919815,0.02% (14)
Federal,Materials:Composites,14,0.02013606224919815,0.02% (14)
Federal,2010_AN_UTIG,14,0.02013606224919815,0.02% (14)
City,Buildings,14,0.06562910181886368,0.07% (14)
State,Formal Education,14,0.046206145417340506,0.05% (14)
Federal,LWP,14,0.02013606224919815,0.02% (14)
Federal,MULTI_NASA,14,0.02013606224919815,0.02% (14)
Federal,TCSP,14,0.02013606224919815,0.02% (14)
Federal,Education and Social Services,14,0.02013606224919815,0.02% (14)
Federal,GOES,14,0.02013606224919815,0.02% (14)
Federal,Quality,14,0.02013606224919815,0.02% (14)
City,Construction,14,0.06562910181886368,0.07% (14)
Federal,Medicaid,14,0.02013606224919815,0.02% (14)
Federal,LMOS,14,0.02013606224919815,0.02% (14)
Federal,2019_GR_NASA,14,0.02013606224919815,0.02% (14)
Federal,GEDI,14,0.02013606224919815,0.02% (14)
State,Government Employees,14,0.046206145417340506,0.05% (14)
City,Business & Economy,14,0.06562910181886368,0.07% (14)
Federal,Quitline,14,0.02013606224919815,0.02% (14)
Federal,Financial Sector,13,0.018697772088541145,0.02% (13)
City,Elections & Politics,13,0.06094130883180198,0.06% (13)
Federal,2018_AN_NASA,13,0.018697772088541145,0.02% (13)
Federal,Chemistry:Molecular characterization,13,0.018697772088541145,0.02% (13)
State,Building and Facilities,13,0.04290570645895904,0.04% (13)
State,Taxes & Tax Credits,13,0.04290570645895904,0.04% (13)
Federal,NRMI,13,0.018697772088541145,0.02% (13)
Federal,2019_AN_NASA,13,0.018697772088541145,0.02% (13)
Federal,Chemistry:Chemical engineering and processing,13,0.018697772088541145,0.02% (13)
State,Community Development,13,0.04290570645895904,0.04% (13)
Federal,G-LiHT,13,0.018697772088541145,0.02% (13)
Federal,Environment:Air / water / soil quality,13,0.018697772088541145,0.02% (13)
City,Service Requests,13,0.06094130883180198,0.06% (13)
Federal,"Florida Keys, FL",13,0.018697772088541145,0.02% (13)
State,Employment and Income,13,0.04290570645895904,0.04% (13)
City,Neighborhood Services,13,0.06094130883180198,0.06% (13)
Federal,NAAMES,13,0.018697772088541145,0.02% (13)
Federal,Information Technology:Networking,13,0.018697772088541145,0.02% (13)
State,Campaigns & Elections,13,0.04290570645895904,0.04% (13)
State,Workforce Development,12,0.03960526750057758,0.04% (12)
Federal,Human Rights,12,0.01725948192788413,0.02% (12)
Federal,ownership,12,0.01725948192788413,0.02% (12)
Federal,SMAPVEX16 Manitoba,12,0.01725948192788413,0.02% (12)
Federal,Bioscience:Biomaterials,12,0.01725948192788413,0.02% (12)
Federal,INTEXB,12,0.01725948192788413,0.02% (12)
Federal,ACTIVATE,12,0.01725948192788413,0.02% (12)
County,Technology,12,0.11020295711268253,0.11% (12)
Federal,Reports,12,0.01725948192788413,0.02% (12)
Federal,NEESPI NASA,12,0.01725948192788413,0.02% (12)
Federal,Program Design and Learning,12,0.01725948192788413,0.02% (12)
Federal,images,12,0.01725948192788413,0.02% (12)
Federal,SDEI,12,0.01725948192788413,0.02% (12)
Federal,Programs,12,0.01725948192788413,0.02% (12)
Federal,Oral Health,12,0.01725948192788413,0.02% (12)
Federal,Children's Health Insurance Program,12,0.01725948192788413,0.02% (12)
Federal,"Amboy Crater, CA",12,0.01725948192788413,0.02% (12)
Federal,"Walnut Gulch, AZ",12,0.01725948192788413,0.02% (12)
County,Finance and Budget,12,0.11020295711268253,0.11% (12)
City,Historic Preservation,12,0.056253515844740296,0.06% (12)
City,"Spatial planning, Town planning, Permits, Buildings, Equipment, Housing",12,0.056253515844740296,0.06% (12)
Federal,pgpubs,12,0.01725948192788413,0.02% (12)
Federal,corporate management,12,0.01725948192788413,0.02% (12)
City,Growing Economic Opportunities,12,0.056253515844740296,0.06% (12)
Federal,National Average Drug Acquisition Cost,12,0.01725948192788413,0.02% (12)
Federal,Counter‐Terrorism,12,0.01725948192788413,0.02% (12)
Federal,"Manu National Park, Peru",12,0.01725948192788413,0.02% (12)
Federal,transportation,12,0.01725948192788413,0.02% (12)
Federal,TEMPO,12,0.01725948192788413,0.02% (12)
Federal,Physics:Quantum information science,12,0.01725948192788413,0.02% (12)
Federal,OWLETS,12,0.01725948192788413,0.02% (12)
Federal,"Phoenix, AZ",11,0.01582119176722712,0.02% (11)
City,Expenditures,11,0.0515657228576786,0.05% (11)
Federal,"La Flojera, Argentina",11,0.01582119176722712,0.02% (11)
Federal,Saskatoon North,11,0.01582119176722712,0.02% (11)
Federal,Section 4. Education,11,0.01582119176722712,0.02% (11)
Federal,"Shreveport, LA",11,0.01582119176722712,0.02% (11)
Federal,Saskatoon South,11,0.01582119176722712,0.02% (11)
Federal,"Sierpe Mangroves, Costa Rica",11,0.01582119176722712,0.02% (11)
Federal,"La Amistad International Park, Panama",11,0.01582119176722712,0.02% (11)
Federal,Permafrost legacy line,11,0.01582119176722712,0.02% (11)
Federal,"Sawatch Mountains, CO",11,0.01582119176722712,0.02% (11)
Federal,"Lost Aircraft Site in Telire, Costa Rica",11,0.01582119176722712,0.02% (11)
Federal,Physics:Condensed matter,11,0.01582119176722712,0.02% (11)
Federal,"Hay River, Canada",11,0.01582119176722712,0.02% (11)
Federal,SARP,11,0.01582119176722712,0.02% (11)
Federal,"Innoko River, Alaska",11,0.01582119176722712,0.02% (11)
City,Permitting,11,0.0515657228576786,0.05% (11)
Federal,"SMAP Drought, AZ",11,0.01582119176722712,0.02% (11)
Federal,HAQAST,11,0.01582119176722712,0.02% (11)
Federal,"SMAP Drought, CA/AZ",11,0.01582119176722712,0.02% (11)
Federal,"SMAP Drought, LA to MN",11,0.01582119176722712,0.02% (11)
Federal,"SMAP Drought, NM",11,0.01582119176722712,0.02% (11)
Federal,"SMAP Drought, TX",11,0.01582119176722712,0.02% (11)
Federal,"Gulf Coast, TX",11,0.01582119176722712,0.02% (11)
Federal,Gulf Coast Oil Spill - Loop Current Fran,11,0.01582119176722712,0.02% (11)
Federal,Gulf Coast Oil Spill - Franklin Eddy,11,0.01582119176722712,0.02% (11)
Federal,Gulf Coast Oil Spill,11,0.01582119176722712,0.02% (11)
Federal,"SMAP MOISST Flux Tower Site, OK",11,0.01582119176722712,0.02% (11)
Federal,"Irruputuncu Volcano, Chile/Bolivia",11,0.01582119176722712,0.02% (11)
Federal,Innoko Flats,11,0.01582119176722712,0.02% (11)
State,Imagery,11,0.03630482854219611,0.04% (11)
Federal,"Isla de Coiba, Panama",11,0.01582119176722712,0.02% (11)
State,Outdoor Recreation,11,0.03630482854219611,0.04% (11)
Federal,Iceland mid-ocean ridge,11,0.01582119176722712,0.02% (11)
Federal,"Redwood Forest, CA",11,0.01582119176722712,0.02% (11)
Federal,"Redberry Lake - St. Denis, Saskatoon",11,0.01582119176722712,0.02% (11)
Federal,"Imbabura Volcano, Ecuador",11,0.01582119176722712,0.02% (11)
Federal,"Red Feathers Lake, Colorado",11,0.01582119176722712,0.02% (11)
Federal,"Ridgecrest, CA",11,0.01582119176722712,0.02% (11)
Federal,"Rio Elqui, Chile",11,0.01582119176722712,0.02% (11)
Federal,"Rio Limari, Chile",11,0.01582119176722712,0.02% (11)
Federal,Husky Drop Zone AOI,11,0.01582119176722712,0.02% (11)
Federal,"Rabi Forest, Gabon",11,0.01582119176722712,0.02% (11)
Federal,Huntington Beach shore to Catalina Islan,11,0.01582119176722712,0.02% (11)
Federal,Huntington Beach coastline,11,0.01582119176722712,0.02% (11)
Federal,"Quetrupillan Volcano, Chile",11,0.01582119176722712,0.02% (11)
Federal,"Rosario, Argentina",11,0.01582119176722712,0.02% (11)
Federal,"Purace Volcano, Colombia",11,0.01582119176722712,0.02% (11)
Federal,"SMAP, Chile",11,0.01582119176722712,0.02% (11)
Federal,"Grand County, CO",11,0.01582119176722712,0.02% (11)
Federal,Santa Barbara Oil Spill,11,0.01582119176722712,0.02% (11)
Federal,"Forest management sites and subsidence,",11,0.01582119176722712,0.02% (11)
Federal,Forest management and Arkansas agricultu,11,0.01582119176722712,0.02% (11)
Federal,"San Antonio de Areco, Argentina",11,0.01582119176722712,0.02% (11)
Federal,"San Bernardino Natl Forest, CA",11,0.01582119176722712,0.02% (11)
Federal,"Fish Lake, UT",11,0.01582119176722712,0.02% (11)
Federal,"Kern River, CA",11,0.01582119176722712,0.02% (11)
Federal,"San Francisco Delta, CA",11,0.01582119176722712,0.02% (11)
Federal,"Kings Canyon NP, CA",11,0.01582119176722712,0.02% (11)
Federal,"San Joaquin Valley (SMAP), CA",11,0.01582119176722712,0.02% (11)
City,Well-Managed Government,11,0.0515657228576786,0.05% (11)
Federal,"San Joaquin Valley - Delano Vineyards, C",11,0.01582119176722712,0.02% (11)
Federal,"San Joaquin Valley / Chowchilla Levee, C",11,0.01582119176722712,0.02% (11)
Federal,"San Joaquin Valley/Delano Vineyards, CA",11,0.01582119176722712,0.02% (11)
Federal,"San Pedro Volcano, Chile",11,0.01582119176722712,0.02% (11)
Federal,"Sangay Volcano, Ecuador",11,0.01582119176722712,0.02% (11)
Federal,"Sanquianga National Park, Columbia",11,0.01582119176722712,0.02% (11)
Federal,"Forest management and subsidence, TX",11,0.01582119176722712,0.02% (11)
